AUD,TWD,21.0,15,8,2022,19,9,0
AUD,TWD,21.0,15,8,2022,19,9,53
AUD,TWD,22.0,15,8,2022,19,9,53
AUD,TWD,20.0,15,8,2022,19,9,53
AUD,TWD,18.0,15,8,2022,19,9,53
AUD,TWD,21.0,15,8,2022,19,10,7
AUD,TWD,22.0,15,8,2022,19,10,7
AUD,TWD,20.0,15,8,2022,19,10,7
AUD,TWD,18.0,15,8,2022,19,10,7
AUD,TWD,21.0,15,8,2022,19,10,17
AUD,TWD,22.0,15,8,2022,19,10,17
AUD,TWD,20.0,15,8,2022,19,10,17
AUD,TWD,18.0,15,8,2022,19,10,17
AUD,TWD,21.0,15,8,2022,22,19,47
AUD,TWD,22.0,15,8,2022,22,19,47
AUD,TWD,20.0,15,8,2022,22,19,47
AUD,TWD,18.0,15,8,2022,22,19,47
EUR,TWD,31.2,15,8,2022,22,19,47
EUR,AUD,1.48,15,8,2022,22,19,47
EUR,CNY,6.98,15,8,2022,22,19,47
EUR,INR,79.69,15,8,2022,22,19,47
AUD,TWD,21.0,15,8,2022,22,22,41
AUD,TWD,22.0,15,8,2022,22,22,41
AUD,TWD,20.0,15,8,2022,22,22,41
AUD,TWD,18.0,15,8,2022,22,22,41
EUR,TWD,31.2,15,8,2022,22,22,41
EUR,AUD,1.48,15,8,2022,22,22,41
EUR,CNY,6.98,15,8,2022,22,22,41
EUR,INR,79.69,15,8,2022,22,22,41
AUD,TWD,21.0,16,8,2022,0,55,12
AUD,TWD,22.0,16,8,2022,0,55,12
AUD,TWD,20.0,16,8,2022,0,55,12
AUD,TWD,18.0,16,8,2022,0,55,12
AUD,TWD,21.0,16,8,2022,0,56,14
AUD,TWD,22.0,16,8,2022,0,56,14
AUD,TWD,20.0,16,8,2022,0,56,14
AUD,TWD,18.0,16,8,2022,0,56,14
AUD,TWD,21.0,16,8,2022,0,57,11
AUD,TWD,22.0,16,8,2022,0,57,11
AUD,TWD,20.0,16,8,2022,0,57,11
AUD,TWD,18.0,16,8,2022,0,57,11
AUD,TWD,21.0,16,8,2022,0,57,35
AUD,TWD,22.0,16,8,2022,0,57,35
AUD,TWD,20.0,16,8,2022,0,57,35
AUD,TWD,18.0,16,8,2022,0,57,35
AUD,TWD,21.0,16,8,2022,0,58,13
AUD,TWD,22.0,16,8,2022,0,58,13
AUD,TWD,20.0,16,8,2022,0,58,13
AUD,TWD,18.0,16,8,2022,0,58,13
AUD,TWD,21.0,16,8,2022,0,59,22
AUD,TWD,22.0,16,8,2022,0,59,22
AUD,TWD,20.0,16,8,2022,0,59,22
AUD,TWD,18.0,16,8,2022,0,59,22
AUD,TWD,20.0,16,8,2022,1,0,47
AUD,TWD,18.0,16,8,2022,1,0,47
AUD,TWD,21.0,16,8,2022,1,0,47
AUD,TWD,22.0,16,8,2022,1,0,47
AUD,TWD,20.0,16,8,2022,1,0,47
AUD,TWD,18.0,16,8,2022,1,0,47
AUD,TWD,20.0,16,8,2022,1,4,52
AUD,TWD,18.0,16,8,2022,1,4,52
TWD,CNY,0.25,16,8,2022,1,4,52
AUD,TWD,21.0,16,8,2022,1,4,52
AUD,TWD,22.0,16,8,2022,1,4,52
AUD,TWD,20.0,16,8,2022,1,4,52
AUD,TWD,18.0,16,8,2022,1,4,52
TWD,CNY,0.25,16,8,2022,1,4,52
AUD,TWD,20.0,16,8,2022,1,5,35
AUD,TWD,18.0,16,8,2022,1,5,35
TWD,CNY,0.25,16,8,2022,1,5,35
AUD,TWD,20.0,16,8,2022,1,5,35
AUD,TWD,18.0,16,8,2022,1,5,35
AUD,TWD,21.0,16,8,2022,1,5,35
AUD,TWD,22.0,16,8,2022,1,5,35
AUD,TWD,20.0,16,8,2022,1,5,35
AUD,TWD,18.0,16,8,2022,1,5,35
